id,id.1,weight
17031,5465,1
17031,6300,1
17032,4807,1
17032,14659,1
17034,15615,1
17034,20910,1
17035,3206,1
17035,13327,1
17035,15596,1
17035,22105,1
17037,55,1
17037,756,1
17038,14368,1
17038,17257,1
17038,17521,1
17038,23361,1
17041,2491,1
17041,4534,1
17041,7060,1
17041,10120,1
17041,11216,1
17041,11564,1
17041,14092,1
17041,16702,1
17041,17497,1
17041,19114,1
17041,20431,1
17041,23472,1
17041,24790,1
17041,25206,1
17043,4105,1
17044,9204,1
17045,19785,1
17047,3642,1
17047,9177,1
17047,9382,1
17047,10876,1
17047,22709,1
17047,23667,1
17048,2644,1
17048,22917,1
17050,8928,1
17051,6767,1
17052,14605,1
17052,17707,1
17052,24335,1
17053,120,1
17054,868,1
17054,19964,1
17056,813,1
17056,2998,1
17060,13817,1
17060,21093,1
17060,22432,1
17061,7455,1
17062,110,1
17062,11490,1
17062,17749,1
17064,7255,1
17064,17445,1
17064,20264,1
17064,21725,1
17064,23806,1
17066,19985,1
17066,20999,1
17067,468,1
17067,3642,1
17067,4503,1
17067,20762,1
17068,169,1
17068,10413,1
17069,641,1
17069,6286,1
17069,21690,1
17069,22946,1
17070,11782,1
17070,13897,1
17070,14557,1
17070,16140,1
17070,19052,1
17071,3642,1
17071,10187,1
17071,11264,1
17071,16195,1
17072,20327,1
17074,7710,1
17074,9702,1
17074,11412,1
17074,11654,1
17074,15760,1
17074,18484,1
17074,21008,1
17074,21766,1
17074,21850,1
17074,24697,1
17075,5162,1
17075,8177,1
17075,11803,1
17075,13037,1
17075,15833,1
17075,16670,1
17075,17188,1
17075,18946,1
17076,2181,1
17076,6999,1
17076,10183,1
17076,13928,1
17076,15580,1
17076,16049,1
17077,12635,1
17077,15025,1
17078,2552,1
17078,10187,1
17078,17071,1
17078,22557,1
17079,8294,1
17079,10623,1
17079,22091,1
17079,24470,1
17080,839,1
17080,10142,1
17082,2023,1
17085,482,1
17085,14097,1
17085,22231,1
17085,22611,1
17086,11703,1
17087,2133,1
17087,2472,1
17087,2553,1
17087,5700,1
17087,5789,1
17087,9729,1
17087,11772,1
17087,12740,1
17087,16620,1
17087,23801,1
17088,19420,1
17089,3925,1
17090,477,1
17090,5391,1
17090,5529,1
17090,8595,1
17090,10048,1
17090,15568,1
17090,20623,1
17090,21157,1
17091,21182,1
17092,24347,1
17094,20426,1
17096,468,1
17096,4503,1
17096,8754,1
17096,10036,1
17096,14700,1
17096,16195,1
17096,20762,1
17096,21247,1
17096,21458,1
17097,5488,1
17097,14983,1
17099,15412,1
17099,18902,1
17099,20990,1
17099,23533,1
17099,25182,1
17101,12755,1
17102,22695,1
17104,715,1
17104,2954,1
17104,19205,1
17104,19671,1
17108,12056,1
17108,12232,1
17108,19110,1
17109,6165,1
17109,9211,1
17109,9357,1
17109,10965,1
17109,11663,1
17109,14821,1
17109,16683,1
17109,18127,1
17109,21175,1
17109,21945,1
17109,21971,1
17109,24208,1
17109,24320,1
17109,25265,1
17110,5875,1
17110,6582,1
17110,8269,1
17110,10307,1
17110,10552,1
17110,12914,1
17110,13916,1
17110,14757,1
17110,15964,1
17110,18274,1
17110,21337,1
17111,1147,1
17111,14559,1
17111,19858,1
17111,20472,1
17111,24178,1
17112,2474,1
17112,2976,1
17112,4515,1
17113,7840,1
17113,13070,1
17113,14912,1
17113,16807,1
17113,17199,1
17113,22540,1
17115,512,1
17115,7771,1
17115,8138,1
17115,9003,1
17115,11042,1
17115,15225,1
17115,15708,1
17115,16506,1
17115,16830,1
17115,23015,1
17115,25224,1
17116,1615,1
17116,1820,1
17116,12498,1
17116,13747,1
17118,4931,1
17118,15569,1
17120,1347,1
17122,55,1
17122,7780,1
17123,1506,1
17123,8038,1
17123,15568,1
17123,17470,1
17123,22046,1
17123,24433,1
17124,272,1
17124,2649,1
17124,4116,1
17124,5875,1
17124,8226,1
17124,11247,1
17124,13118,1
17124,13422,1
17124,14757,1
17124,15964,1
17124,21237,1
17124,23736,1
17124,23811,1
17125,21720,1
17126,468,1
17126,1189,1
17126,5728,1
17126,12190,1
17126,12951,1
17126,18129,1
17128,7163,1
17129,6582,1
17129,25434,1
17130,1914,1
17131,6158,1
17131,8884,1
17131,10804,1
17131,12924,1
17131,24790,1
17133,5107,1
17135,4954,1
17135,15607,1
17135,22712,1
17137,3244,1
17137,7149,1
17137,8794,1
17137,10062,1
17137,13621,1
17137,18001,1
17137,20522,1
17137,21051,1
17137,21333,1
17137,23361,1
17137,25433,1
17138,4386,1
17138,5598,1
17138,8131,1
17138,17698,1
17138,20168,1
17140,1236,1
17140,5535,1
17140,6830,1
17140,7438,1
17140,7645,1
17140,9116,1
17140,9327,1
17140,11128,1
17140,12060,1
17140,16321,1
17140,17750,1
17140,19296,1
17140,22977,1
17140,23381,1
17140,24447,1
17142,8925,1
17142,9331,1
17144,3116,1
17144,3642,1
17144,6732,1
17144,10718,1
17144,11264,1
17144,11552,1
17144,15394,1
17144,20431,1
17144,21140,1
17144,24790,1
17145,365,1
17145,1310,1
17145,3861,1
17145,9022,1
17145,10713,1
17145,11572,1
17145,14130,1
17145,18561,1
17145,21051,1
17145,21216,1
17145,22160,1
17145,22987,1
17145,25045,1
17146,877,1
17146,4359,1
17146,15164,1
17147,12880,1
17148,13747,1
17148,17116,1
17148,17453,1
17149,8038,1
17149,10624,1
17149,17123,1
17149,17960,1
17149,18062,1
17149,20454,1
17149,21286,1
17149,21949,1
17149,24873,1
17150,5322,1
17150,8246,1
17150,11096,1
17150,17650,1
17150,18516,1
17150,20280,1
17150,20795,1
17150,20974,1
17150,23956,1
17150,24318,1
17150,24869,1
17153,15964,1
17153,23708,1
17154,4328,1
17154,14513,1
17159,9766,1
17161,11395,1
17162,4258,1
17162,19073,1
17162,19418,1
17162,21578,1
17163,1095,1
17164,15024,1
17165,79,1
17165,15301,1
17165,20156,1
17167,1162,1
17167,1188,1
17167,5094,1
17167,17216,1
17167,20250,1
17167,22907,1
17167,25045,1
17168,8736,1
17168,11832,1
17168,16922,1
17168,17623,1
17168,19410,1
17168,23779,1
17168,24503,1
17169,6675,1
17171,5185,1
17171,6331,1
17171,6518,1
17171,6582,1
17171,6656,1
17171,9683,1
17171,11654,1
17171,16143,1
17171,16343,1
17171,17129,1
17171,18217,1
17171,21337,1
17171,21475,1
17171,21846,1
17171,22311,1
17172,7619,1
17173,15565,1
17173,18235,1
17175,1022,1
17176,757,1
17176,8936,1
17176,9536,1
17176,10120,1
17176,16409,1
17176,21051,1
17176,22599,1
17176,24790,1
17177,291,1
17177,707,1
17177,3922,1
17177,4647,1
17177,5747,1
17177,9094,1
17177,9533,1
17177,11569,1
17177,11642,1
17177,12545,1
17178,141,1
17178,14021,1
17178,14384,1
17178,20941,1
17178,21175,1
17179,1767,1
17179,4224,1
17179,5986,1
17179,7403,1
17179,12301,1
17179,13422,1
17179,14757,1
17179,18228,1
17179,20099,1
17179,22519,1
17179,22840,1
17179,23736,1
17180,14039,1
17181,6256,1
17186,2355,1
17186,20092,1
17187,551,1
17187,1850,1
17187,10538,1
17187,11582,1
17187,13717,1
17187,20945,1
17188,5090,1
17188,5494,1
17188,14569,1
17188,15833,1
17188,24015,1
17188,24307,1
17189,3735,1
17189,10187,1
17189,10499,1
17190,23666,1
17191,17191,1
17193,15478,1
17194,2386,1
17194,7726,1
17195,1994,1
17195,2369,1
17195,15615,1
17195,22007,1
17195,24625,1
17197,508,1
17197,665,1
17197,1997,1
17197,10244,1
17197,15340,1
17198,569,1
17198,1520,1
17198,6707,1
17198,10225,1
17199,4154,1
17199,11163,1
17202,6863,1
17202,10208,1
17202,11466,1
17202,12492,1
17202,16371,1
17204,1095,1
17204,12496,1
17204,17102,1
17204,23302,1
17205,1800,1
17205,9651,1
17209,468,1
17209,497,1
17209,641,1
17209,6119,1
17209,11828,1
17209,19899,1
17209,21140,1
17209,24196,1
17209,24320,1
17210,2561,1
17213,6198,1
17214,512,1
17214,2109,1
17214,3373,1
17214,14890,1
17214,15708,1
17214,20291,1
17214,21328,1
17214,22653,1
17214,25224,1
17216,16627,1
17216,16995,1
17216,21690,1
17217,2377,1
17217,5082,1
17217,20756,1
17217,24106,1
17218,1497,1
17218,5580,1
17218,8659,1
17218,12484,1
17218,12782,1
17218,14304,1
17218,14711,1
17218,16701,1
17218,16931,1
17218,18446,1
17218,21115,1
17220,1113,1
17221,19937,1
17223,7148,1
17223,11063,1
17224,79,1
17224,21253,1
17225,1227,1
17225,1850,1
17225,22047,1
17226,1236,1
17226,2167,1
17226,3471,1
17226,6489,1
17226,6614,1
17226,11017,1
17226,11775,1
17226,18235,1
17226,22091,1
17226,23381,1
17226,24135,1
17227,1184,1
17227,1214,1
17227,2829,1
17227,4309,1
17227,4453,1
17227,6582,1
17227,7183,1
17227,10307,1
17227,10552,1
17227,14757,1
17227,15491,1
17227,15964,1
17227,17657,1
17227,17749,1
17227,19161,1
17227,21372,1
17227,21489,1
17227,22434,1
17227,23708,1
17228,13153,1
17228,24380,1
17229,9988,1
17230,9018,1
17230,10318,1
17230,19752,1
17230,22599,1
17230,22611,1
17230,25495,1
17231,11296,1
17232,7280,1
17232,17697,1
17232,25144,1
17233,2477,1
17233,3521,1
17233,23361,1
17237,1540,1
17237,3384,1
17237,3486,1
17237,6283,1
17237,11359,1
17237,11432,1
17237,13279,1
17237,16082,1
17237,17237,1
17237,17730,1
17237,17785,1
17237,20075,1
17237,20589,1
17237,20989,1
17237,21579,1
17237,21738,1
17237,23339,1
17237,23646,1
17237,25484,1
17239,1127,1
17239,5078,1
17239,6236,1
17239,10519,1
17239,11874,1
17239,13070,1
17239,20990,1
17239,21664,1
17239,24351,1
17242,10485,1
17242,10731,1
17244,8570,1
17244,9000,1
17244,20267,1
17244,25347,1
17245,3433,1
17245,5926,1
17245,13763,1
17245,19859,1
17246,20108,1
17246,22500,1
17248,9290,1
17248,12814,1
17248,14732,1
17248,21846,1
17248,22240,1
17248,24929,1
17252,22325,1
17253,1766,1
17254,5863,1
17256,11140,1
17256,23841,1
17257,10898,1
17257,16214,1
17257,17257,1
17257,21051,1
17260,1850,1
17260,7425,1
17260,22060,1
17264,18062,1
17264,23361,1
17265,1378,1
17265,13615,1
17265,15316,1
17266,671,1
17266,2438,1
17266,10290,1
17266,11535,1
17268,12173,1
17268,14971,1
17269,14912,1
17270,5880,1
17271,19671,1
17273,1945,1
17273,2150,1
17273,9218,1
17274,24857,1
17276,23241,1
17277,4642,1
17277,12997,1
17277,13497,1
17277,15121,1
17277,23603,1
17278,1315,1
17278,2355,1
17278,3737,1
17278,7119,1
17278,8794,1
17278,11067,1
17278,11448,1
17278,13081,1
17278,13215,1
17278,13792,1
17278,14094,1
17278,16057,1
17278,21403,1
17278,23361,1
17278,23646,1
17278,23787,1
17281,20521,1
17281,21141,1
17281,23421,1
17282,5207,1
17282,11591,1
17283,3671,1
17284,20431,1
17284,23206,1
17284,24283,1
17286,6850,1
17287,508,1
17287,3525,1
17287,5317,1
17287,6119,1
17287,9282,1
17287,9425,1
17287,11828,1
17287,21175,1
17288,3905,1
17288,4403,1
17288,5067,1
17288,7057,1
17288,9949,1
17288,11369,1
17288,15472,1
17288,19049,1
17289,15356,1
17289,21395,1
17290,8145,1
17290,20707,1
17291,9670,1
17291,11969,1
17292,23214,1
17293,6198,1
17293,6469,1
17293,11074,1
17294,6167,1
17294,17325,1
17294,24489,1
17295,3301,1
17295,3860,1
17295,6106,1
17295,11188,1
17295,24626,1
17296,3244,1
17296,7977,1
17296,11403,1
17296,15328,1
17296,20075,1
17296,21051,1
17296,23361,1
17297,834,1
17297,7931,1
17297,8691,1
17297,15486,1
17297,17702,1
17297,18369,1
17297,25363,1
17300,365,1
17300,12935,1
17300,15025,1
17300,17145,1
17301,40,1
17301,21539,1
17302,14120,1
17302,16914,1
17302,23779,1
17304,557,1
17304,1621,1
17304,4122,1
17304,4672,1
17304,6297,1
17304,6659,1
17304,7209,1
17304,11817,1
17304,14081,1
17304,15888,1
17304,20431,1
17304,22072,1
17304,22153,1
17305,464,1
17305,857,1
17305,22586,1
17307,4840,1
17307,8402,1
17308,20510,1
17309,10926,1
17309,18294,1
17309,21519,1
17309,23301,1
17310,6276,1
17310,15344,1
17311,4036,1
17311,9274,1
17311,12936,1
17311,23360,1
17312,1908,1
17312,4874,1
17312,13144,1
17312,14021,1
17312,20812,1
17312,21175,1
17312,22934,1
17314,16074,1
17314,17616,1
17314,18168,1
17315,23460,1
17317,11722,1
17317,23489,1
17318,3925,1
17318,6920,1
17318,11503,1
17318,16610,1
17318,21133,1
17318,23388,1
17319,857,1
17319,8300,1
17319,22586,1
17319,23866,1
17321,963,1
17321,3493,1
17323,23720,1
17323,24034,1
17323,25474,1
17324,1950,1
17324,3605,1
17324,10496,1
17324,10863,1
17324,14299,1
17324,15325,1
17324,15607,1
17327,9526,1
17329,73,1
17329,327,1
17329,3364,1
17329,19065,1
17330,125,1
17330,3433,1
17330,11730,1
17330,19861,1
17330,21261,1
17330,21299,1
17331,5954,1
17331,10863,1
17331,14691,1
17332,3657,1
17332,3715,1
17332,13327,1
17332,23157,1
17333,101,1
17333,1013,1
17333,24767,1
17335,1317,1
17335,5135,1
17335,5483,1
17335,15580,1
17338,2557,1
17339,1045,1
17339,1816,1
17339,9029,1
17339,10943,1
17339,14517,1
17339,14530,1
17339,19992,1
17341,18224,1
17344,74,1
17344,5078,1
17344,18542,1
17344,21953,1
17345,7890,1
17346,22816,1
17347,731,1
17347,7040,1
17347,20876,1
17347,23841,1
17347,24163,1
17348,73,1
17350,1634,1
17350,3101,1
17350,15727,1
17350,18045,1
17352,11055,1
17352,11595,1
17352,20254,1
17353,5777,1
17353,11982,1
17353,15903,1
17353,25134,1
17354,9677,1
17354,12102,1
17354,24994,1
17355,2010,1
17355,3486,1
17355,3950,1
17355,6037,1
17355,6597,1
17355,7922,1
17355,8636,1
17355,10607,1
17355,12330,1
17355,14232,1
17355,14677,1
17355,15714,1
17355,16175,1
17355,19518,1
17355,19812,1
17356,8004,1
17356,21051,1
17356,22055,1
17357,10863,1
17357,22695,1
17358,15829,1
17358,19000,1
17359,19205,1
17365,7282,1
17366,21598,1
17367,6890,1
17367,16746,1
17368,2026,1
17368,22975,1
17370,12124,1
17371,7908,1
17371,13520,1
17371,14272,1
17371,20075,1
17371,21262,1
17373,4416,1
17373,6402,1
17373,12414,1
17373,13045,1
17374,4509,1
17374,7665,1
17374,9975,1
17374,11111,1
17374,14760,1
17374,15353,1
17374,18461,1
17374,21371,1
17374,21667,1
17375,4316,1
17375,11815,1
17375,13294,1
17375,16735,1
17375,17749,1
17376,891,1
17376,1022,1
17376,5201,1
17376,15806,1
17376,22540,1
17377,24622,1
17378,15663,1
17380,2666,1
17380,10725,1
17380,12918,1
17380,14940,1
17380,20759,1
17382,4993,1
17382,14084,1
17383,6674,1
17383,7775,1
17384,3444,1
17384,6114,1
17384,8013,1
17384,8589,1
17384,14626,1
17384,16914,1
17384,17300,1
17384,19153,1
17384,21509,1
17385,472,1
17385,5147,1
17385,6861,1
17386,1810,1
17386,7823,1
17387,4754,1
17388,5929,1
17388,7570,1
17388,8404,1
17388,9486,1
17388,10894,1
17389,8699,1
17389,16847,1
17389,18773,1
17389,19033,1
17390,6951,1
17390,7710,1
17390,14417,1
17390,17026,1
17391,4964,1
17391,6557,1
17391,9469,1
17391,9638,1
17391,9696,1
17391,14620,1
17391,15025,1
17391,24713,1
17393,23541,1
17394,4865,1
17394,10451,1
17394,20077,1
17397,3384,1
17397,10927,1
17397,12204,1
17397,14232,1
17397,16683,1
17397,17109,1
17397,21223,1
17398,4115,1
17398,11490,1
17398,12638,1
17398,14304,1
17398,15800,1
17398,17749,1
17398,21846,1
17398,24912,1
17399,1556,1
17399,5665,1
17399,6123,1
17399,14720,1
17399,17650,1
17399,19192,1
17399,21352,1
17400,5232,1
17400,11490,1
17400,12814,1
17400,13112,1
17400,15902,1
17400,16128,1
17400,17749,1
17400,24105,1
17401,11128,1
17401,11703,1
17401,12060,1
17401,23145,1
17401,23381,1
17402,24176,1
17403,13519,1
17405,17646,1
17405,23035,1
17407,1850,1
17407,6851,1
17408,20292,1
17409,11992,1
17409,23451,1
17410,17702,1
17411,10268,1
17411,18804,1
17412,25056,1
17413,1099,1
17413,5027,1
17413,6373,1
17413,11483,1
17413,16308,1
17413,24817,1
17415,12619,1
17415,16775,1
17416,114,1
17416,2954,1
17416,5998,1
17417,10749,1
17417,12274,1
17417,17291,1
17417,24523,1
17419,24767,1
17420,5074,1
17421,193,1
17421,1444,1
17421,1810,1
17421,2092,1
17421,3016,1
17421,5035,1
17421,5551,1
17421,6589,1
17421,7823,1
17421,12253,1
17421,19115,1
17421,19296,1
17421,23381,1
17421,23668,1
17421,24140,1
17422,8517,1
17422,10220,1
17422,13153,1
17424,12490,1
17424,17380,1
17424,21776,1
17424,24528,1
17425,6567,1
17425,12571,1
17426,5003,1
17427,179,1
17427,1315,1
17427,2181,1
17427,2700,1
17427,6316,1
17427,18026,1
17427,21808,1
17427,23361,1
17427,24069,1
17428,486,1
17428,3487,1
17428,4888,1
17428,5488,1
17428,7403,1
17428,7710,1
17428,9174,1
17428,12430,1
17428,15278,1
17428,16313,1
17428,20293,1
17428,20990,1
17428,21103,1
17428,22826,1
17431,6861,1
17433,17900,1
17433,20567,1
17433,23495,1
17434,10989,1
17434,14025,1
17436,4533,1
17436,11086,1
17436,11769,1
17436,17225,1
17437,966,1
17437,5728,1
17437,6750,1
17437,11574,1
17437,17583,1
17437,17785,1
17438,1506,1
17438,6748,1
17438,10624,1
17438,10820,1
17438,13205,1
17438,17470,1
17438,17960,1
17438,18990,1
17438,20375,1
17438,20454,1
17438,21318,1
17438,22046,1
17438,22898,1
17438,24722,1
17438,24873,1
17439,73,1
17439,327,1
17439,7706,1
17439,8530,1
17439,9719,1
17439,16107,1
17439,17329,1
17439,17348,1
17439,17937,1
17439,22326,1
17439,22946,1
17440,9382,1
17440,10318,1
17440,11264,1
17440,18345,1
17440,22952,1
17440,23593,1
17440,25372,1
17442,17739,1
17443,2017,1
17443,4244,1
17443,6732,1
17443,8018,1
17443,8816,1
17443,10120,1
17443,11873,1
17443,15652,1
17443,22442,1
17443,24281,1
17444,6474,1
17445,3673,1
17445,15531,1
17447,10666,1
17447,21097,1
17448,1800,1
17448,1928,1
17448,2231,1
17448,5885,1
17448,10148,1
17448,11564,1
17448,17284,1
17448,20431,1
17448,24442,1
17448,24790,1
17448,25206,1
17449,7677,1
17449,14200,1
17449,15418,1
17449,16408,1
17449,19237,1
17450,746,1
17450,3446,1
17450,3944,1
17450,6954,1
17450,14137,1
17450,23964,1
17451,690,1
17451,7162,1
17451,7775,1
17451,12222,1
17451,12532,1
17451,13317,1
17451,17366,1
17451,21804,1
17451,23211,1
17453,2092,1
17453,13747,1
17453,19059,1
17453,23543,1
17456,8329,1
17456,10446,1
17456,17668,1
17456,18783,1
17456,19371,1
17456,20154,1
17456,21051,1
17458,11417,1
17458,13213,1
17459,11100,1
17459,11381,1
17459,12300,1
17459,16942,1
17459,17418,1
17459,20957,1
17459,23288,1
17459,24983,1
17460,1961,1
17461,13272,1
17462,1485,1
17462,3756,1
17462,4411,1
17462,5491,1
17462,6576,1
17462,7060,1
17462,7529,1
17462,7898,1
17462,8822,1
17462,8960,1
17462,10992,1
17462,12548,1
17462,14855,1
17462,18534,1
17462,21601,1
17462,24693,1
17462,25078,1
17463,11129,1
17464,4309,1
17464,5601,1
17464,5690,1
17464,7840,1
17464,20451,1
17464,22931,1
17467,705,1
17468,1106,1
17468,1757,1
17468,2527,1
17468,2847,1
17468,10863,1
17468,15607,1
17468,16765,1
17469,5252,1
17469,11480,1
17469,18139,1
17470,8856,1
17470,18062,1
17470,21949,1
17471,16865,1
17473,3735,1
17473,10187,1
17476,19985,1
17476,22051,1
17478,1008,1
17478,4672,1
17478,6297,1
17478,8846,1
17478,21220,1
17478,25360,1
17479,2971,1
17479,3265,1
17479,3543,1
17479,9661,1
17479,9931,1
17479,14490,1
17479,16201,1
17479,17380,1
17479,17562,1
17479,17968,1
17479,18456,1
17479,23301,1
17479,23725,1
17480,5587,1
17480,9158,1
17480,12188,1
17480,12935,1
17480,16199,1
17480,17145,1
17480,18077,1
17480,20587,1
17480,24713,1
17481,7349,1
17481,9083,1
17481,11466,1
17481,12142,1
17481,19263,1
17482,5551,1
17482,18597,1
17482,20990,1
17482,24490,1
17482,25350,1
17483,225,1
17483,9558,1
17483,12313,1
17483,18261,1
17484,14047,1
17485,738,1
17485,1427,1
17485,1806,1
17485,3937,1
17485,8653,1
17485,9549,1
17485,15264,1
17485,23361,1
17485,23629,1
17486,4793,1
17486,8516,1
17486,19343,1
17486,22239,1
17488,4926,1
17492,13543,1
17493,5668,1
17495,14682,1
17495,20975,1
17496,5834,1
17496,20585,1
17498,22506,1
17499,5949,1
17499,24019,1
17500,1506,1
17500,8794,1
17500,10624,1
17500,10820,1
17500,14526,1
17500,15805,1
17500,24433,1
17500,24873,1
17501,5466,1
17501,11317,1
17501,11460,1
17501,16700,1
17501,24956,1
17503,1306,1
17503,8763,1
17504,2557,1
17504,15431,1
17504,20046,1
17507,4059,1
17507,5475,1
17507,9280,1
17507,10644,1
17507,11616,1
17507,15131,1
17507,18235,1
17507,23381,1
17507,25535,1
17508,1628,1
17508,2207,1
17508,3748,1
17508,4709,1
17508,7476,1
17508,9272,1
17508,9451,1
17508,12637,1
17508,14675,1
17508,14847,1
17508,17399,1
17508,17650,1
17508,18636,1
17508,19192,1
17508,19425,1
17508,19440,1
17508,19677,1
17508,23191,1
17508,23261,1
17509,22750,1
17510,1032,1
17510,5513,1
17510,7463,1
17510,11771,1
17510,11968,1
17510,13208,1
17510,16359,1
17510,20590,1
17511,20431,1
17511,21175,1
17511,25477,1
17512,6992,1
17513,2661,1
17513,4511,1
17513,5984,1
17513,20759,1
17513,25370,1
17514,6304,1
17514,20498,1
17515,2904,1
17515,20755,1
17516,22249,1
17517,7979,1
17518,7886,1
17518,25487,1
17520,17297,1
17520,18347,1
17521,7596,1
17521,14368,1
17522,1734,1
17522,23524,1
17523,19188,1
17524,2239,1
17524,7144,1
17524,9103,1
17524,9617,1
17524,9655,1
17524,12548,1
17524,13827,1
17524,14569,1
17524,18534,1
17524,18946,1
17524,21775,1
17526,18823,1
17526,23380,1
17527,2023,1
17528,10187,1
17529,1022,1
17529,3219,1
17529,13497,1
17529,15561,1
17530,1434,1
17530,6233,1
17530,13685,1
17531,673,1
17531,7857,1
17532,772,1
17532,6666,1
17532,7710,1
17532,8728,1
17532,9892,1
17532,11654,1
17532,12484,1
17532,12542,1
17532,15760,1
17532,17074,1
17532,18784,1
17532,20990,1
17532,21766,1
17532,21846,1
17533,5189,1
17535,3631,1
17536,7771,1
17536,9039,1
17536,10725,1
17536,11140,1
17536,12918,1
17536,17644,1
17538,1151,1
17538,7906,1
17538,9185,1
17539,5373,1
17539,14534,1
17539,23838,1
17540,14084,1
17540,21622,1
17540,23361,1
17541,8376,1
17541,9132,1
17542,3642,1
17542,8171,1
17542,8229,1
17542,9211,1
17542,19648,1
17542,19952,1
17542,21175,1
17542,23926,1
17543,1767,1
17543,7199,1
17543,9989,1
17543,11247,1
17543,11541,1
17543,12301,1
17543,13422,1
17543,13553,1
17543,17657,1
17543,19101,1
17544,7136,1
17544,8670,1
17544,11480,1
17545,4851,1
17546,7235,1
17547,21985,1
17549,1493,1
17549,2364,1
17549,6081,1
17549,18758,1
17551,2442,1
17551,2593,1
17551,2635,1
17551,17325,1
17551,18126,1
17552,3261,1
17552,4949,1
17552,10863,1
17552,19985,1
17554,985,1
17554,3521,1
17554,4600,1
17554,8383,1
17554,9022,1
17554,9248,1
17554,9894,1
17554,10461,1
17554,11519,1
17554,13252,1
17554,13279,1
17554,14805,1
17554,14954,1
17554,20077,1
17554,22706,1
17554,25180,1
17555,2321,1
17555,6880,1
17555,16612,1
17560,3522,1
17560,8342,1
17560,23525,1
17561,21578,1
17563,4923,1
17563,8455,1
17563,10607,1
17563,22124,1
17565,9894,1
17565,11042,1
17565,21094,1
17565,21175,1
17569,1121,1
17569,6301,1
17569,8332,1
17569,9938,1
17569,22305,1
17569,25130,1
17570,56,1
17570,6322,1
17570,14483,1
17570,22819,1
17571,1896,1
17571,4079,1
17571,8528,1
17571,15982,1
17571,21775,1
17571,25265,1
17573,10081,1
17573,10923,1
17573,23522,1
17573,25299,1
17574,79,1
17574,409,1
17574,1541,1
17574,1850,1
17574,13717,1
17574,17574,1
17574,20233,1
17574,23801,1
17575,1850,1
17575,2970,1
17575,4322,1
17575,5763,1
17575,7331,1
17575,7725,1
17575,9764,1
17575,10538,1
17575,11386,1
17575,13717,1
17575,13838,1
17575,14850,1
17575,16089,1
17575,23261,1
17575,24723,1
17575,24869,1
17575,24936,1
17576,11209,1
17578,7282,1
17578,21145,1
17580,11575,1
17580,20077,1
17580,24929,1
17582,3523,1
17582,6036,1
17582,6169,1
17582,12087,1
17582,13570,1
17582,15652,1
17582,19032,1
17582,21175,1
17583,1997,1
17583,9025,1
17583,9210,1
17583,10244,1
17583,11042,1
17583,11574,1
17583,12089,1
17583,12592,1
17583,13213,1
17583,14384,1
17583,16122,1
17583,16869,1
17583,17735,1
17583,19812,1
17583,23393,1
17584,2477,1
17584,5274,1
17584,5552,1
17584,8004,1
17584,8816,1
17584,9248,1
17584,18313,1
17584,20343,1
17584,20431,1
17584,24790,1
17587,468,1
17587,1189,1
17587,3756,1
17587,4503,1
17587,9425,1
17587,10244,1
17587,13281,1
17587,13928,1
17587,15866,1
17587,16643,1
17587,18129,1
17587,19360,1
17587,19831,1
17587,23593,1
17587,23667,1
17588,8177,1
17588,9781,1
17588,13210,1
17588,16670,1
17588,18946,1
17589,673,1
17590,5185,1
17590,11654,1
17590,12021,1
17590,13190,1
17590,14304,1
17590,14456,1
17590,21846,1
17590,22382,1
17590,24694,1
17591,8481,1
17591,19378,1
17593,5594,1
17593,20597,1
17593,21752,1
17596,869,1
17596,8383,1
17596,10767,1
17596,13279,1
17596,21175,1
17596,25180,1
17598,643,1
17599,121,1
17599,3486,1
17599,13096,1
17599,16175,1
17599,20775,1
17599,21738,1
17599,22377,1
17599,23676,1
17599,24490,1
17600,497,1
17600,3689,1
17600,5247,1
17600,6036,1
17600,6119,1
17600,8713,1
17600,9339,1
17600,9969,1
17600,10713,1
17600,11475,1
17600,12087,1
17600,17380,1
17600,20759,1
17600,21175,1
17600,22593,1
17600,23086,1
17600,24900,1
17602,595,1
17604,8348,1
17604,15917,1
17605,5673,1
17605,8215,1
17605,13616,1
17605,17165,1
17605,17325,1
17606,21539,1
17606,24200,1
17606,24767,1
17607,5316,1
17607,6327,1
17607,10373,1
17607,14101,1
17607,17649,1
17607,19602,1
17607,21143,1
17607,23110,1
17607,25408,1
17608,7968,1
17608,13146,1
17610,916,1
17610,4168,1
17610,6048,1
17610,9769,1
17610,21005,1
17610,22682,1
17610,24527,1
17612,13915,1
17614,4235,1
17614,4359,1
17614,7623,1
17614,13333,1
17615,916,1
17615,4865,1
17615,6514,1
17615,9003,1
17615,10451,1
17615,12801,1
17616,4403,1
17616,15374,1
17616,17557,1
17616,18021,1
17616,18235,1
17618,13118,1
17618,21979,1
17620,4749,1
17620,10788,1
17622,874,1
17622,14970,1
17622,23981,1
17623,7949,1
17624,4695,1
17624,13294,1
17626,19506,1
17628,19113,1
17628,20118,1
17629,1934,1
17629,12734,1
17630,15903,1
17631,22381,1
17632,11682,1
17633,1150,1
17633,6114,1
17633,9023,1
17633,9931,1
17633,14626,1
17633,15325,1
17633,18456,1
17633,19153,1
17633,21509,1
17633,22240,1
17633,23301,1
17633,24702,1
17634,7744,1
17634,9424,1
17635,468,1
17635,2552,1
17635,10876,1
