id,id.1,weight
186,2355,1
186,3532,1
186,3737,1
186,3854,1
186,3923,1
186,5396,1
186,6243,1
186,7771,1
186,9003,1
186,9230,1
186,9604,1
186,13792,1
186,14094,1
186,14895,1
186,15649,1
186,16830,1
186,17115,1
186,17278,1
186,18822,1
186,21403,1
186,21994,1
186,22055,1
186,23015,1
186,23787,1
190,4620,1
190,12001,1
190,23221,1
191,4829,1
191,11407,1
192,8362,1
192,11976,1
192,24681,1
193,710,1
193,2092,1
193,9988,1
193,19309,1
194,1227,1
194,2970,1
194,8331,1
194,8916,1
194,10749,1
194,12337,1
194,13461,1
194,15988,1
194,16457,1
194,16568,1
194,17508,1
194,18568,1
194,22955,1
194,23780,1
195,12674,1
196,16202,1
196,24909,1
197,2155,1
197,11361,1
197,19808,1
198,9872,1
198,23381,1
199,3969,1
199,4665,1
199,6602,1
199,9144,1
199,15109,1
199,18684,1
199,19224,1
199,21452,1
199,22386,1
199,22823,1
199,25023,1
199,25326,1
200,6972,1
200,10187,1
200,10718,1
200,11264,1
200,12938,1
200,17047,1
200,17071,1
200,18302,1
200,21234,1
201,2487,1
202,1945,1
202,4409,1
202,15038,1
202,15483,1
202,24342,1
202,25104,1
203,3548,1
204,11311,1
204,23977,1
205,512,1
205,6048,1
205,6921,1
205,8591,1
205,14094,1
205,18699,1
205,21471,1
205,22397,1
206,1279,1
206,1326,1
206,1541,1
208,3525,1
208,11021,1
208,15858,1
208,16727,1
210,7094,1
211,4709,1
211,4720,1
211,5432,1
211,6346,1
211,6463,1
211,7855,1
211,9972,1
211,14850,1
211,17134,1
211,20810,1
211,24306,1
211,25445,1
212,9022,1
212,15402,1
212,15607,1
212,15964,1
214,5587,1
214,6217,1
214,8816,1
214,9666,1
214,10547,1
214,15642,1
214,18389,1
214,21830,1
214,23984,1
214,24100,1
214,24320,1
215,2423,1
216,13112,1
216,15902,1
216,17749,1
216,21029,1
217,1165,1
217,11283,1
217,13299,1
217,14272,1
217,16805,1
217,18475,1
217,22841,1
217,23442,1
217,23674,1
217,24940,1
217,25187,1
218,8004,1
218,8794,1
218,15568,1
218,23361,1
219,5687,1
219,6921,1
219,8336,1
219,21471,1
219,25456,1
221,12060,1
221,15491,1
221,16321,1
221,18235,1
221,23381,1
222,738,1
222,1154,1
222,8151,1
222,11148,1
222,15328,1
222,16449,1
222,19825,1
222,20489,1
222,21051,1
222,21691,1
222,22350,1
222,23361,1
222,23529,1
223,5244,1
224,49,1
224,5232,1
224,18242,1
224,21337,1
225,4298,1
225,4570,1
225,4772,1
225,6270,1
225,9451,1
225,11858,1
225,12493,1
225,20847,1
226,15018,1
226,17104,1
227,5560,1
227,5773,1
227,6407,1
227,8425,1
227,9025,1
227,10965,1
227,11663,1
227,13185,1
227,18466,1
227,19812,1
227,21175,1
228,482,1
228,6494,1
228,8687,1
230,731,1
230,1706,1
230,3033,1
230,5387,1
230,7999,1
230,8689,1
230,23255,1
230,24163,1
231,4088,1
235,13791,1
236,2407,1
236,19543,1
237,5623,1
240,2289,1
240,6373,1
240,11483,1
240,12097,1
242,40,1
242,9896,1
242,10496,1
242,10863,1
242,14916,1
242,15607,1
242,15683,1
242,19985,1
242,20356,1
242,22712,1
243,21175,1
244,11772,1
244,11850,1
244,21054,1
244,23878,1
244,23964,1
244,24501,1
245,1113,1
245,2411,1
245,10457,1
245,14616,1
245,14830,1
245,21633,1
247,6033,1
247,14354,1
247,16550,1
249,238,1
249,13564,1
251,5373,1
251,5489,1
251,8371,1
251,9074,1
251,11158,1
251,11803,1
251,15079,1
251,16487,1
251,18059,1
252,16842,1
254,11716,1
254,21302,1
254,24884,1
257,4022,1
259,831,1
259,4318,1
259,9865,1
260,2687,1
260,16092,1
261,512,1
261,3923,1
261,3970,1
261,12956,1
261,23787,1
261,25206,1
265,2802,1
265,6274,1
265,7710,1
268,7280,1
269,22841,1
269,23442,1
270,11419,1
271,12530,1
271,20327,1
271,24983,1
272,1084,1
272,5875,1
272,11490,1
272,15262,1
272,15683,1
272,15964,1
272,17749,1
272,21719,1
272,22519,1
274,15135,1
274,19808,1
275,11719,1
275,17230,1
275,23315,1
275,23860,1
275,25075,1
276,14864,1
276,18623,1
277,10655,1
278,19583,1
279,11802,1
279,15808,1
280,4509,1
280,14390,1
280,24904,1
282,5530,1
282,23261,1
283,1623,1
283,5690,1
283,7669,1
283,8299,1
283,15668,1
284,469,1
286,19241,1
286,19506,1
286,25405,1
288,3064,1
288,10818,1
288,14824,1
288,15328,1
288,15352,1
288,20431,1
288,22538,1
289,1964,1
289,2921,1
289,9865,1
289,13045,1
289,22120,1
291,482,1
291,707,1
291,15074,1
291,16399,1
291,22627,1
291,23645,1
291,23860,1
293,24939,1
294,6440,1
294,12302,1
295,15301,1
295,15398,1
295,23226,1
296,468,1
296,1223,1
296,3642,1
296,4503,1
296,8078,1
296,15690,1
296,20762,1
296,21247,1
296,23667,1
297,1485,1
297,6494,1
298,652,1
298,4024,1
298,13155,1
298,13190,1
298,15588,1
298,16922,1
298,19514,1
298,25273,1
299,16192,1
300,9174,1
300,9526,1
300,9614,1
300,10307,1
300,10949,1
300,11652,1
300,15227,1
300,15323,1
300,17749,1
300,21337,1
300,22840,1
300,23392,1
300,24227,1
302,13050,1
302,14691,1
302,16667,1
302,20461,1
303,11289,1
304,13918,1
305,2211,1
305,3182,1
305,4419,1
305,11227,1
305,14025,1
305,18751,1
305,20841,1
308,6592,1
308,15587,1
308,25225,1
309,468,1
309,1301,1
309,3529,1
309,7916,1
309,8960,1
309,11990,1
309,22990,1
309,25078,1
313,13317,1
313,22818,1
315,7864,1
316,5526,1
316,15866,1
316,23587,1
318,15227,1
319,12899,1
320,16581,1
320,22686,1
321,3064,1
321,4244,1
321,7049,1
321,8018,1
321,8347,1
321,9371,1
321,11873,1
321,15652,1
321,15967,1
321,16992,1
321,22599,1
322,15565,1
322,17402,1
323,81,1
323,4656,1
324,7149,1
324,18475,1
324,22841,1
324,23361,1
325,1327,1
325,9864,1
327,14579,1
328,632,1
328,8639,1
328,21241,1
332,8814,1
333,4690,1
333,10672,1
334,2777,1
334,9143,1
334,22004,1
336,9945,1
337,3869,1
338,5494,1
338,6045,1
338,7691,1
338,9200,1
338,9651,1
338,18946,1
339,23022,1
340,6040,1
342,2242,1
342,3244,1
342,8794,1
342,10062,1
342,17137,1
342,18001,1
342,21051,1
342,25433,1
343,19875,1
344,7102,1
344,14930,1
345,980,1
345,1631,1
345,1957,1
345,7310,1
345,8492,1
345,10701,1
345,14072,1
345,16791,1
345,17854,1
345,22326,1
345,23729,1
345,23985,1
345,24083,1
345,24288,1
345,24909,1
346,509,1
346,2016,1
346,3064,1
346,6892,1
346,8816,1
346,9248,1
346,14957,1
346,20845,1
347,8097,1
347,9988,1
347,16006,1
347,16140,1
348,6158,1
348,14053,1
348,15351,1
348,19114,1
348,20431,1
348,23081,1
348,24790,1
349,15850,1
349,19985,1
349,22522,1
351,6476,1
351,7100,1
351,15812,1
351,18183,1
351,19707,1
351,22766,1
352,764,1
352,1426,1
352,7864,1
352,9318,1
354,8861,1
356,802,1
356,3412,1
356,14246,1
356,22552,1
356,24900,1
357,3586,1
357,3964,1
357,13034,1
357,15054,1
357,16080,1
357,19465,1
357,22742,1
357,25287,1
358,19514,1
360,1508,1
360,19204,1
362,3964,1
362,4169,1
362,5755,1
362,10769,1
362,12544,1
362,15763,1
362,18481,1
362,19569,1
362,20102,1
362,22742,1
363,8123,1
363,10580,1
363,17013,1
363,17944,1
364,1172,1
364,4024,1
364,22777,1
365,2022,1
365,11156,1
365,15025,1
365,16771,1
365,22160,1
366,9048,1
367,10942,1
368,1483,1
368,13717,1
370,18440,1
375,2317,1
375,14825,1
376,1022,1
376,23038,1
377,1627,1
377,2092,1
377,9988,1
377,14504,1
377,16140,1
377,19052,1
377,19309,1
378,3087,1
378,19799,1
379,2023,1
379,17082,1
379,23084,1
380,1197,1
380,19012,1
380,24480,1
381,381,1
382,20514,1
384,13783,1
384,17535,1
385,17290,1
388,4616,1
388,8485,1
392,4935,1
392,11480,1
392,14255,1
394,3545,1
394,5695,1
394,7411,1
394,16272,1
394,20509,1
394,25408,1
396,79,1
396,1279,1
396,1850,1
396,2472,1
396,3560,1
396,5263,1
396,7545,1
396,7818,1
396,7845,1
396,9141,1
396,9761,1
396,10349,1
396,18665,1
396,19367,1
396,19967,1
396,20233,1
396,24276,1
397,6983,1
397,8549,1
398,4256,1
398,7780,1
398,12215,1
398,17845,1
399,2197,1
399,21375,1
400,5586,1
400,12550,1
401,8763,1
402,9788,1
402,11140,1
402,24002,1
404,9173,1
404,23664,1
405,7000,1
405,16794,1
407,18361,1
408,80,1
408,1757,1
408,6955,1
408,7840,1
408,14874,1
408,16606,1
408,19059,1
408,19072,1
408,22712,1
408,23687,1
409,1278,1
409,1748,1
409,6429,1
409,7430,1
409,8970,1
409,10646,1
409,11449,1
409,22506,1
410,11663,1
410,12571,1
410,22882,1
411,19939,1
412,3044,1
412,4316,1
413,2461,1
413,11146,1
413,11450,1
413,19242,1
413,22209,1
413,22931,1
413,24956,1
414,10013,1
414,24019,1
415,2680,1
415,6730,1
417,13225,1
417,14778,1
419,23600,1
420,4977,1
422,14080,1
423,16313,1
424,14531,1
424,18506,1
424,22910,1
425,5954,1
425,14773,1
426,1896,1
426,3970,1
426,7085,1
426,11094,1
426,13576,1
426,15295,1
426,25265,1
428,2167,1
428,3819,1
428,4183,1
428,6183,1
428,6841,1
428,19220,1
428,19512,1
428,20521,1
428,21639,1
429,13884,1
429,16123,1
432,7854,1
433,10896,1
433,21846,1
435,74,1
435,14773,1
435,15565,1
435,18440,1
435,19514,1
435,21337,1
435,22311,1
435,24226,1
435,24751,1
436,9222,1
436,22534,1
437,5673,1
437,15457,1
437,17325,1
437,22199,1
438,5955,1
438,16402,1
441,15075,1
442,7338,1
443,24697,1
445,10450,1
445,10570,1
445,16472,1
446,40,1
446,4318,1
446,5954,1
446,10496,1
446,17378,1
447,17616,1
447,22760,1
448,181,1
448,4685,1
448,24501,1
450,10446,1
450,14304,1
450,21719,1
451,276,1
451,17710,1
451,19334,1
451,20254,1
451,21051,1
452,4036,1
452,4327,1
452,9408,1
452,11049,1
452,11771,1
452,13558,1
452,14635,1
452,14904,1
452,19541,1
452,20435,1
452,22743,1
453,6825,1
453,12860,1
455,15903,1
456,16341,1
456,20168,1
457,6370,1
460,3867,1
460,8485,1
460,17492,1
462,13459,1
463,916,1
463,2886,1
463,5568,1
463,5943,1
463,9329,1
463,9391,1
463,13910,1
463,23255,1
463,23466,1
463,25553,1
465,13847,1
465,19245,1
465,19812,1
465,21175,1
466,19518,1
466,21096,1
467,2693,1
467,3804,1
467,6691,1
467,9444,1
467,13380,1
467,14205,1
467,15249,1
467,20535,1
467,22376,1
468,20238,1
468,21175,1
471,5256,1
473,4409,1
473,8925,1
473,9048,1
473,9331,1
473,10606,1
473,10796,1
473,11752,1
473,14407,1
473,17480,1
473,17715,1
473,17738,1
473,20003,1
473,20045,1
474,769,1
474,4265,1
474,14839,1
474,15598,1
474,23854,1
476,3513,1
476,7212,1
478,1201,1
478,17474,1
479,3861,1
479,8530,1
479,9282,1
479,12918,1
479,14940,1
479,16402,1
479,20050,1
479,23705,1
480,24485,1
481,6158,1
481,8884,1
481,12924,1
481,24790,1
482,15595,1
482,17230,1
482,19729,1
482,21175,1
482,22611,1
482,25477,1
484,6048,1
484,7771,1
484,24413,1
485,6356,1
485,13018,1
486,772,1
486,11141,1
486,14304,1
486,15964,1
486,23736,1
487,12752,1
488,15882,1
488,16984,1
491,2389,1
491,7886,1
492,8674,1
492,17397,1
492,24196,1
493,3222,1
494,6327,1
494,8287,1
494,14970,1
494,21749,1
494,25345,1
496,4318,1
496,20139,1
497,9211,1
497,19812,1
497,21175,1
497,23667,1
498,4576,1
499,5263,1
499,10349,1
499,21577,1
499,23986,1
501,275,1
501,545,1
501,11063,1
501,14431,1
501,17223,1
501,22086,1
501,23305,1
502,5841,1
502,19663,1
503,2610,1
503,16408,1
504,17820,1
504,24494,1
506,1010,1
506,2680,1
506,4851,1
506,9425,1
506,16588,1
506,16879,1
507,668,1
507,5373,1
507,5852,1
507,9103,1
507,11158,1
507,18946,1
507,24015,1
508,721,1
508,1104,1
508,2680,1
508,9425,1
508,10085,1
508,10244,1
508,12592,1
508,23942,1
509,2017,1
509,2477,1
509,4815,1
509,8413,1
509,8816,1
509,8936,1
509,9248,1
509,9765,1
509,12113,1
509,14957,1
509,19114,1
509,20431,1
509,20845,1
509,24790,1
510,3755,1
511,9427,1
511,10441,1
512,2629,1
512,6048,1
512,14094,1
513,9181,1
513,24491,1
514,402,1
514,4596,1
514,9788,1
514,18547,1
514,25162,1
515,9115,1
515,9425,1
515,14807,1
516,4585,1
516,5415,1
516,10886,1
518,9904,1
518,13695,1
518,18792,1
518,19328,1
519,2503,1
519,8517,1
519,13516,1
519,20622,1
520,2666,1
522,11325,1
522,15212,1
522,17497,1
522,20431,1
523,272,1
523,7620,1
523,11247,1
523,12496,1
523,13112,1
523,17204,1
523,17749,1
523,21639,1
523,22519,1
524,11018,1
524,13352,1
524,23841,1
524,25115,1
527,12699,1
528,1013,1
528,7814,1
528,20990,1
529,18941,1
530,850,1
530,4422,1
530,8481,1
530,19378,1
532,9077,1
533,202,1
533,1945,1
533,7786,1
533,19236,1
533,25104,1
534,1800,1
534,2298,1
534,3475,1
534,7349,1
534,7396,1
534,11466,1
534,12142,1
534,14260,1
534,15095,1
534,16436,1
534,16999,1
534,17481,1
534,18132,1
534,20431,1
536,14300,1
536,16188,1
537,2986,1
537,4079,1
537,10318,1
537,12307,1
537,14097,1
537,14586,1
537,15357,1
537,15595,1
537,19394,1
537,21936,1
537,23860,1
538,3683,1
538,6953,1
538,9331,1
538,11752,1
538,14602,1
538,19772,1
538,24713,1
539,21409,1
540,2027,1
540,2954,1
542,2496,1
542,16914,1
542,17384,1
542,20159,1
542,23428,1
542,23576,1
542,23876,1
544,14579,1
544,25353,1
546,24015,1
548,1279,1
548,1541,1
548,2472,1
548,12334,1
550,6318,1
550,11737,1
551,79,1
551,1279,1
551,1541,1
551,1850,1
551,2472,1
551,11582,1
551,24936,1
551,25531,1
553,18809,1
555,1022,1
555,5146,1
555,10794,1
556,14732,1
556,14916,1
556,18781,1
556,19388,1
557,6659,1
557,8569,1
557,14435,1
557,14677,1
558,23088,1
559,8123,1
559,12453,1
559,18062,1
559,22882,1
563,13351,1
563,16563,1
564,707,1
564,10115,1
565,1895,1
565,2116,1
565,7108,1
565,15016,1
565,21400,1
565,24505,1
566,1415,1
566,2192,1
566,12658,1
567,8475,1
568,523,1
568,2936,1
568,17648,1
568,17749,1
568,20776,1
568,21719,1
568,21818,1
568,23313,1
569,3885,1
570,6158,1
570,17710,1
570,20431,1
570,24790,1
571,1809,1
571,6298,1
571,14200,1
571,16754,1
571,24622,1
572,2181,1
572,3970,1
572,6999,1
572,13026,1
572,13414,1
572,14861,1
572,16049,1
573,22296,1
574,1414,1
575,4838,1
575,5685,1
575,5850,1
575,10144,1
575,18467,1
575,18943,1
575,21178,1
575,21728,1
575,23192,1
576,9158,1
576,15025,1
576,17069,1
576,17145,1
576,18077,1
576,23204,1
578,6951,1
578,7710,1
578,8728,1
578,17074,1
580,3347,1
580,6048,1
580,11146,1
580,11564,1
580,15025,1
580,17090,1
581,8657,1
581,9733,1
581,14138,1
581,16038,1
581,16876,1
581,23377,1
582,2316,1
582,13552,1
582,18653,1
582,24088,1
583,455,1
583,2537,1
583,5742,1
583,20096,1
583,24737,1
584,2564,1
585,409,1
585,1227,1
585,13368,1
585,21538,1
586,7000,1
587,8816,1
587,12911,1
588,11240,1
589,88,1
590,1192,1
590,4187,1
590,4709,1
590,12637,1
590,17325,1
590,22286,1
590,23878,1
591,556,1
591,11762,1
591,14732,1
591,15683,1
591,19388,1
592,66,1
593,14970,1
593,21539,1
593,23038,1
593,24017,1
593,25227,1
594,4911,1
594,5012,1
594,11055,1
594,15568,1
594,15627,1
594,21051,1
594,21987,1
594,23278,1
597,6580,1
597,12595,1
597,14293,1
597,15984,1
597,20281,1
598,25082,1
599,20364,1
599,20903,1
599,21051,1
599,23482,1
600,14486,1
600,19423,1
601,8287,1
601,10386,1
601,12249,1
601,12360,1
601,12756,1
601,15135,1
601,17607,1
601,23981,1
602,3140,1
603,11365,1
603,24466,1
606,1850,1
606,7725,1
606,13838,1
606,14850,1
606,14859,1
606,19202,1
606,24936,1
607,2881,1
607,8653,1
607,11753,1
607,14306,1
608,7619,1
608,9913,1
612,19218,1
616,3060,1
616,10241,1
617,8176,1
617,14097,1
617,14628,1
617,22660,1
617,23793,1
617,24283,1
618,17382,1
619,1609,1
621,88,1
623,10142,1
624,2842,1
624,20990,1
624,22579,1
625,17325,1
626,14641,1
626,15156,1
626,15988,1
626,16113,1
627,21567,1
627,23300,1
628,1428,1
628,3831,1
628,5693,1
628,8697,1
628,14582,1
628,14752,1
630,3390,1
630,18737,1
630,23393,1
631,7102,1
631,9651,1
631,11140,1
631,12168,1
631,14306,1
631,22451,1
632,15402,1
632,24929,1
633,23660,1
634,6046,1
634,13797,1
635,106,1
635,6154,1
635,15039,1
635,16733,1
635,25453,1
637,4086,1
637,25314,1
641,1032,1
641,2153,1
641,3195,1
641,4079,1
641,4647,1
641,6957,1
641,8517,1
641,9298,1
641,9533,1
641,11235,1
641,16756,1
641,17287,1
641,22627,1
641,23305,1
641,23549,1
641,24499,1
642,2381,1
642,10543,1
643,15403,1
644,468,1
644,3756,1
644,10187,1
644,16934,1
645,10043,1
646,5719,1
648,506,1
648,10423,1
648,15685,1
648,22601,1
648,22611,1
649,2254,1
649,2638,1
649,2649,1
649,4453,1
649,5110,1
649,8997,1
649,12426,1
649,14757,1
649,16148,1
649,20159,1
649,23099,1
649,24901,1
649,25443,1
650,6276,1
650,22317,1
651,9469,1
651,10796,1
651,14602,1
651,17391,1
651,19520,1
651,19966,1
651,24713,1
652,2613,1
652,16922,1
654,7706,1
654,8801,1
654,16067,1
654,17329,1
654,22236,1
656,14677,1
656,18035,1
657,6191,1
659,11319,1
659,12435,1
660,5183,1
660,5923,1
660,9670,1
660,10193,1
660,16237,1
661,9041,1
663,1347,1
663,4521,1
663,6597,1
663,13526,1
663,19518,1
663,21472,1
666,19771,1
667,8513,1
667,13155,1
667,17402,1
667,22311,1
668,5373,1
668,11158,1
668,16487,1
669,6707,1
669,18403,1
669,24870,1
670,10624,1
670,18062,1
670,21051,1
670,21949,1
670,23361,1
671,517,1
671,12344,1
671,19739,1
672,3508,1
672,23587,1
674,20476,1
674,22820,1
674,23266,1
675,1032,1
675,3206,1
675,4038,1
675,11663,1
675,12087,1
675,13773,1
675,20050,1
675,21875,1
675,22105,1
675,23745,1
675,24858,1
676,11209,1
677,4206,1
677,22707,1
677,23878,1
679,2882,1
679,3249,1
679,5415,1
679,12729,1
679,24517,1
680,707,1
680,9425,1
680,10404,1
680,10701,1
680,12089,1
680,18071,1
680,19245,1
680,19360,1
680,19812,1
680,20753,1
680,21175,1
680,24288,1
681,3792,1
681,11736,1
682,2041,1
682,25109,1
683,13283,1
683,15791,1
683,18289,1
683,24151,1
684,1479,1
684,4036,1
684,12787,1
684,15069,1
684,18802,1
684,24354,1
685,17321,1
685,17736,1
685,22008,1
686,14926,1
688,1045,1
688,2185,1
688,2829,1
688,3572,1
688,11507,1
688,14588,1
688,14971,1
688,15240,1
688,16701,1
688,16789,1
688,17749,1
688,19140,1
688,19992,1
688,22434,1
688,22840,1
689,4969,1
689,11033,1
690,10945,1
690,17366,1
690,21804,1
691,1032,1
691,3525,1
691,5317,1
691,9282,1
691,10983,1
691,11828,1
691,17287,1
691,21175,1
691,22972,1
691,24208,1
692,1022,1
692,10373,1
692,11646,1
692,18337,1
692,24972,1
693,738,1
693,922,1
693,3064,1
693,5098,1
693,5552,1
693,7931,1
693,15824,1
693,17702,1
693,19183,1
693,19857,1
693,25364,1
694,3733,1
694,10480,1
694,14393,1
697,23361,1
699,1319,1
699,11379,1
699,11437,1
699,13695,1
699,14299,1
699,14773,1
699,15607,1
699,17378,1
699,18235,1
699,18578,1
699,19485,1
699,21766,1
701,922,1
701,8731,1
701,8816,1
701,9248,1
701,20431,1
701,24790,1
702,2919,1
702,11325,1
702,19263,1
702,20431,1
702,25495,1
703,1391,1
703,18590,1
704,860,1
704,3689,1
704,11580,1
704,11805,1
704,17380,1
704,17562,1
705,9041,1
706,1391,1
707,482,1
707,11410,1
707,14097,1
707,19376,1
707,19729,1
707,21224,1
