id,id
15792,472516
15793,472857
15793,96093
15793,594425
15793,594422
15793,595926
15793,473211
15793,595106
15797,334939
15797,334985
15797,472892
15800,389834
15812,472343
15812,20029
15812,20460
15813,594890
15813,595451
15813,674865
15813,107085
15813,20480
15813,20767
15813,21158
15814,389175
15814,335084
15814,387747
15816,20639
15818,95382
15822,673785
15826,673999
15826,13147
15828,472950
15828,595292
15828,674339
15828,96226
15828,96042
15828,642958
15828,596037
15828,595945
15828,335103
15828,674972
15828,595760
15828,674443
15828,594649
15833,472832
15833,595300
15834,391001
15834,389172
15841,674362
15843,389857
15844,674098
15844,674824
15846,673956
15846,472549
15846,19918
15846,21084
15846,20474
15854,594876
15854,334610
15854,674168
15854,674857
15854,674618
15854,20423
15855,596083
15855,334693
15856,19926
15859,389939
15870,673956
15870,21473
15873,472343
15873,642624
15873,1065203
15873,598546
15878,335084
15878,387747
15883,335998
15883,335668
15883,335563
15885,335782
15885,335886
15886,673663
15886,674408
15886,673921
15886,107241
15895,595082
15896,19972
15899,21081
15899,20899
15900,595537
15905,106641
15905,108418
15907,334537
15908,15513
15909,334610
15909,334575
15909,472857
15909,334567
15909,335994
15909,21085
15910,334568
15910,334833
15910,334967
15910,335134
15910,335633
15914,641923
15914,1064948
15914,391487
15914,1065015
15914,1064961
15914,642422
15918,335199
15918,472627
15919,335149
15919,335563
15921,20142
15922,473115
15922,388498
15922,598292
15922,334528
15922,472842
15922,335907
15925,674909
15925,597887
15925,299369
15925,1065254
15925,643265
15925,674588
15925,674771
15925,674945
15928,673956
15930,472612
15930,388291
15932,390812
15937,334691
15937,334496
15937,472377
15940,336101
15940,335561
15943,596384
15943,472343
15943,473228
15943,473084
15943,473635
15943,473673
15943,595851
15945,335149
1064520,599188
1064520,598089
1064520,598046
1064520,300557
15953,472346
15953,95657
15953,675196
15954,336090
15963,472892
15964,335540
15966,389177
15968,388586
15973,546629
15973,642035
15974,674875
1064546,1065801
1064550,1065555
15982,473702
15984,21278
15985,514954
15988,20681
15991,335287
15995,595578
15995,21394
1064567,597913
15999,472623
15999,334844
15999,335106
16000,16000
16001,673999
16001,336184
16001,595515
16001,334610
16001,472857
16001,595044
16001,596136
16001,336192
16001,596320
16001,595955
16001,595551
16001,334433
16001,594627
16001,675115
16001,334833
16005,387490
16007,11892
16014,472446
16014,95328
16018,642498
16021,334610
16021,472857
16021,335039
16021,674921
16021,473286
16021,334833
16030,1065808
16030,1065282
16031,19839
16031,107038
16034,20142
16037,335683
16038,673985
16043,389114
1064619,598682
1064619,642099
16048,472614
16048,473240
16048,674102
16048,472892
16053,20020
16056,335730
16057,595066
16057,673999
16057,594692
16059,472575
16059,473033
16059,472356
16059,472579
16061,598292
16061,472842
16062,389177
16065,473548
16065,674824
16065,21115
16065,20969
16065,594773
16065,20182
1064640,1064891
16078,644248
16078,96177
16078,473813
16078,674348
16078,21353
16078,674480
16080,472682
16085,334693
16085,335907
1064654,598438
16087,335481
16087,472510
16087,473037
16088,334466
1064657,1064661
16091,335345
16091,334473
16093,595058
16093,96420
16093,96422
16093,595869
16093,596071
16093,596086
16093,596005
16093,595163
16098,389172
16098,388461
16102,387717
1064671,1065417
1064671,598590
16104,16000
16110,595842
16110,675029
16110,675097
16110,674809
1064681,1065429
1064681,598226
1064681,546262
1064681,599825
1064681,642773
1064681,1065252
16114,335563
16115,336160
16115,335607
16115,20107
16115,20639
16119,335462
16120,594519
16120,674857
16120,595997
1064690,598620
1064690,95292
1064690,598618
1064690,642528
1064690,598616
16124,472614
16124,473240
16124,674102
16124,472892
16126,390680
16136,387683
16136,598744
16143,387683
16146,390680
16150,598327
16150,472343
16150,95657
16150,673702
1064719,1064515
1064719,1064695
1064719,1065046
1064719,1065403
1064719,1064661
1064719,1064750
1064719,644054
1064719,643359
1064719,96032
1064719,600024
1064719,599433
1064719,1065420
1064719,598831
1064719,299694
1064719,598677
1064719,642447
1064719,300985
1064719,599384
1064719,642309
1064719,644049
1064719,642688
1064719,642285
1064719,642038
16153,95215
16156,595537
16161,598819
16163,389578
1064734,598136
1064734,598012
1064734,642037
1064734,642154
1064734,642259
1064734,598787
1064734,598602
1064734,599650
1064734,643698
1064734,301414
16168,334610
16168,595525
16168,595794
16168,14159
16169,391662
16169,15770
16169,16169
16170,546708
16176,336045
16176,336083
16176,335914
16177,387553
16180,389939
16180,335002
16180,335462
16181,472575
16181,473033
16181,472356
16181,472656
16183,20480
16186,335345
16189,21217
16189,20417
16189,20386
16193,641839
16193,598292
16193,1065203
16193,674651
16195,596041
1064769,545879
1064769,598225
1064769,300827
1064769,598607
1064769,598577
16199,389834
16200,20383
16200,20077
16201,595985
16201,335365
16202,595522
16202,336064
16202,335782
16202,334709
16204,336049
16209,335245
16209,515599
16210,21053
16215,107477
16224,389211
16224,387902
16226,473702
16226,473606
16227,387747
1064808,1065196
1064808,1065330
1064808,598140
1064808,599880
16242,472510
16243,473457
16243,336169
16243,336071
16243,596117
16243,334567
16243,335907
16245,336053
16251,641830
16252,16046
16253,595160
16253,595019
16253,95583
16253,594595
16253,595551
16253,595266
16257,596024
16257,674668
16257,595080
16257,96050
16257,95467
16257,595159
16260,334948
16260,335386
16262,19929
16264,336205
16265,95795
16265,335149
16267,106863
16267,595543
16267,595268
16267,596125
16268,596125
16268,675116
16268,675226
16268,20469
16268,21151
16268,21353
16268,107241
16270,673999
16270,13147
16273,390373
16273,335538
16273,20460
16275,390680
16283,389834
16288,674642
16289,336045
16289,335858
16289,674618
16289,20332
16291,391333
16294,389939
1064863,598850
1064863,599248
1064863,643036
16297,388498
16297,594499
16297,334904
16298,514954
16299,336206
16300,20052
16300,107602
16300,675226
16300,21353
16300,107241
16302,595680
16302,336045
16306,595058
16306,673999
16306,594438
16306,299372
16306,595317
16308,642970
16308,334575
16308,334573
1064877,1064875
1064877,598537
16311,546295
16311,546049
16312,336202
16317,95410
16317,472396
16317,595590
16317,595975
16317,95298
16321,514954
16322,389172
16325,387553
16325,389114
16327,96177
16327,19930
16327,21677
16327,675116
16327,675226
16327,107241
16329,518276
16329,514954
16330,336107
16330,595970
16331,361653
16331,362308
16331,545998
16331,363459
16332,15694
16334,95107
16334,95176
16334,673946
16334,96093
16334,594422
16334,95177
16334,594883
16334,95298
16334,95331
16334,514954
16335,674823
16335,595178
16335,594963
16335,472857
16335,595044
16335,595176
16335,600025
16335,473211
16335,595106
16335,675097
16336,14584
16336,11950
16336,388864
16336,390529
16337,675394
16339,472892
16341,389114
1064918,1064914
16355,334668
16356,335503
16356,335599
16357,389939
16358,1064568
16358,1065331
16358,598595
16360,595449
16360,596041
16360,675084
1064929,597975
1064929,598243
1064930,598024
1064930,643213
1064930,643385
1064930,599967
1064930,1064700
1064930,472773
1064930,599975
1064931,1064914
1064935,597921
1064935,599085
1064935,642480
1064939,1065363
1064942,1064891
1064943,597871
1064943,95264
1064943,598081
1064945,1065530
1064945,598574
1064947,643213
1064947,1065614
1064947,598533
1064949,642742
1064949,643738
1064949,642743
1064949,642216
1064949,598673
1064949,642471
1064949,644096
1064952,1065712
1064953,643337
1064953,361302
1064953,642542
1064953,598825
1064953,598923
1064953,643336
1064953,643690
1064956,1064608
1064956,642186
1064958,598646
1064958,598590
1064959,642685
1064959,643377
1064959,598325
1064960,1064642
1064960,546258
1064960,642036
1064960,642430
1064960,643385
1064960,1064681
1064961,673844
1064963,546319
1064966,1064647
1064966,300090
1064966,301047
1064967,472613
1064967,472745
1064967,472815
1064967,643020
1064967,598242
1064967,472395
1064967,473379
1064968,598029
1064969,642617
1064969,643783
1064969,598654
1064969,643569
1064970,1065407
1064984,598114
1064984,643763
1064984,95925
1064984,96032
1064984,1064761
1064985,599475
1064985,642655
1064985,599357
1064988,599849
1064988,301010
1064988,598438
1064989,642742
1064989,643961
1064989,642112
1064989,642743
1064989,642479
1064989,598791
1064989,598666
1064989,598673
1064989,1064949
1064989,598653
1064989,643482
1064991,643005
1064996,642476
1064996,644007
1064996,598360
1064996,599859
1065002,1064814
1065002,1064808
1065005,1065304
1065005,598338
1065006,598850
1065006,599248
1065006,599885
1065006,643556
1065006,598851
1065006,599810
1065007,598850
1065007,599248
1065007,599231
1065008,599810
1065008,599185
1065009,1065879
1065009,599244
1065009,598850
1065009,642836
1065011,598522
1065011,95380
1065011,643719
1065011,299274
1065013,642624
1065015,95692
1065015,642129
1065015,1064891
1065015,1064660
1065015,643237
1065016,595679
1065016,599834
1065016,595044
1065016,595808
1065016,594535
1065016,594775
1065016,594931
1065016,595815
1065019,599849
1065020,598227
1065021,599784
1065023,595144
1065024,642109
1065030,641979
1065030,1065375
1065032,1065568
1065035,1065054
1065035,299971
1065036,642043
1065036,642867
1065036,643116
1065036,1065799
1065036,599523
1065037,673844
1065037,674423
1065037,674049
1065039,1065800
1065044,1065600
1065044,1065659
1065044,299551
1065044,641821
1065045,1065255
1065045,1065259
1065046,1064661
1065046,1064719
1065046,1065775
1065046,597946
1065047,1065903
1065051,598121
1065051,598415
1065051,598724
1065051,598781
1065051,598894
1065051,599634
1065051,600024
1065054,1065035
1065054,642836
1065054,598262
1065054,642580
1065055,546454
1065058,1065707
1065064,1064663
1065064,95221
1065066,641823
1065066,642103
1065066,598740
1065066,1065044
1065066,641821
1065068,598987
1065069,642017
1065069,598259
1065069,1064712
1065070,95308
1065070,600010
1065070,599303
1065070,597960
1065070,598318
1065070,599406
1065076,1065311
1065076,599454
1065076,643660
1065076,300024
1065076,301132
1065076,300044
1065076,598787
1065076,599455
1065076,643686
1065076,643236
1065076,599839
1065083,1064587
1065083,642691
1065085,598206
1065085,599903
1065085,598064
1065085,95644
1065085,598205
1065085,642172
1065085,598954
1065090,1064754
1065090,599994
1065090,599496
1065090,642407
1065090,642381
1065090,642563
1065090,300034
1065090,389400
1065090,643121
1065090,643522
1065090,643933
1065090,644054
1065090,643908
1065090,641777
1065090,642014
1065090,599335
1065091,642948
1065091,642971
1065091,599018
1065098,598759
1065101,1065761
1065103,1065230
1065105,598966
1065105,597964
1065105,643299
1065105,642111
1065109,95748
1065109,472786
1065109,598819
1065109,95832
1065109,95775
1065109,597946
1065109,641830
1065109,598242
1065109,472562
1065109,1064967
1065109,95474
1065109,302889
1065109,473379
1065116,598807
1065116,599247
1065118,598077
1065119,1064663
1065119,642330
1065119,300080
1065125,1065126
1065125,598955
1065125,643783
1065125,598953
1065126,1065125
1065133,642004
1065133,642233
1065133,642338
1065133,1064851
1065133,300511
1065141,598022
1065141,642473
1065141,643109
1065141,643118
1065141,643581
1065141,642243
1065142,599013
1065142,300286
1065146,598029
1065148,642955
1065148,599085
1065150,300047
1065153,1065157
1065157,1065153
1065157,362125
1065161,598216
1065161,642069
1065161,600009
1065163,598447
1065163,598971
1065166,299785
1065168,598581
1065170,598742
1065178,599199
1065182,1064663
1065182,599568
1065182,599994
1065182,300881
1065182,300056
1065182,643821
1065182,642182
1065182,599557
1065182,96070
1065182,641777
1065182,598335
1065189,599880
1065189,597935
1065194,643205
1065194,598797
1065194,598875
1065194,598876
1065194,643159
1065194,599225
1065196,1064808
1065199,1064808
1065199,1064814
1065200,599085
1065201,1065433
1065203,673985
1065203,643213
1065203,1065772
1065204,95704
1065204,1064876
1065206,674436
1065206,597924
1065206,599017
1065206,594393
1065206,95602
1065206,642616
1065206,599782
1065206,1064552
1065206,673852
1065206,674799
1065206,473554
1065208,1065221
1065208,643175
1065214,1064644
1065214,1065314
1065214,643016
1065216,641901
1065216,594691
1065218,599721
1065218,300428
1065226,598136
1065226,642037
1065226,598787
1065226,95488
1065226,598935
1065226,599650
1065235,599660
1065235,599627
1065235,598380
1065235,599551
1065237,1064638
1065237,643054
1065242,597946
1065242,641830
1065242,642729
1065242,599503
1065242,643653
1065242,599799
1065246,1065248
1065247,599904
1065247,642352
1065247,1064694
1065248,1064663
1065248,1064891
1065248,1065246
1065251,594557
1065251,594798
1065251,599042
1065251,642634
1065252,1065330
1065252,1065429
1065254,1064891
1065254,95836
1065254,598568
1065254,299384
1065254,641979
1065254,643265
1065254,95372
1065254,598807
1065254,300827
1065255,1065259
1065255,1065045
1065255,598346
1065255,299357
1065255,641867
1065255,300529
1065255,599562
1065255,599172
1065255,599429
1065256,1064840
1065256,1065429
1065256,1064681
1065257,599600
1065257,598787
1065257,599180
1065257,599455
1065257,643698
1065257,598868
1065257,598935
1065257,599456
1065259,1065045
1065259,300529
1065259,1065255
1065263,598361
1065263,599442
1065263,599445
1065266,643181
1065266,300557
1065266,599194
1065267,1064644
1065267,1065782
1065267,1065565
1065270,643758
1065270,301351
1065270,1064702
1065271,1065626
1065271,472983
1065271,597946
1065277,598135
1065281,1065778
1065281,1065850
1065283,1065089
1065287,1065879
1065287,599885
1065287,599248
1065287,300840
1065287,598721
1065288,642381
1065288,95584
1065288,643720
1065288,300881
1065288,300985
1065288,1065683
1065288,599557
1065288,599721
1065290,598225
1065290,598385
1065290,300827
1065290,1065366
1065290,1064876
1065292,1065331
1065292,1064663
1065292,642263
1065292,300034
1065292,300871
1065293,1065775
1065293,644105
1065298,599044
1065298,598994
1065299,1064974
1065304,1065565
1065304,1065782
1065304,1065751
1065309,546319
1065311,1065076
1065311,598123
1065311,641806
1065311,1064742
1065311,599455
1065311,643538
1065311,300973
1065311,597946
1065311,598400
1065311,642691
1065311,598868
1065311,300966
1065314,1065317
1065314,1065214
1065316,1065317
1065317,1065316
1065317,1065314
1065321,643289
1065321,1065496
1065322,598701
1065323,599096
1065327,1065328
1065328,1065327
1065330,1064808
1065330,1065252
1065331,1065292
1065335,300599
1065335,598438
1065335,598790
1065336,598991
1065337,1065470
1065337,598077
1065337,1065490
1065347,643213
1065347,643121
1065347,643299
1065347,598728
1065347,598533
1065348,674080
1065350,643224
1065350,1064521
1065353,598017
1065353,599600
1065353,643636
1065353,643994
1065353,642037
1065353,598787
1065355,598387
1065355,598522
1065355,643720
1065355,643719
1065355,643721
1065355,643237
1065361,599627
1065361,599600
1065363,1064939
1065364,673662
1065364,599017
1065366,1065290
1065366,1064554
1065367,300725
1065367,299459
1065367,642955
1065367,643194
1065367,641889
1065367,599085
1065367,597882
1065367,643584
1065368,599765
1065368,598906
1065368,599362
1065368,472880
1065368,473370
1065369,674436
1065369,674115
1065369,673662
1065369,674434
1065369,644008
1065369,1064554
1065370,599847
1065373,301079
1065373,300268
1065373,643392
1065373,300731
1065373,300918
1065373,1064966
1065373,1064988
1065375,1065568
1065375,1065782
1065375,1065685
1065375,546319
1065381,598646
1065381,1064681
1065381,1064840
1065381,1065429
1065382,1064554
1065382,599017
1065390,644019
1065390,301289
1065390,299464
1065392,299810
1065392,643313
1065400,1065555
1065400,1064550
1065401,20665
1065401,595776
1065401,595467
1065403,641852
1065403,597946
1065403,641830
1065403,299372
1065403,598200
1065403,1064719
1065403,642227
1065403,642516
1065403,300022
1065403,1064753
1065403,598831
1065403,642862
1065403,643022
1065403,95521
1065403,642994
1065403,642995
1065403,599068
1065403,599385
